Subject,Message,Label,OriginalRowID,Date
"Minor crash, no injuries – claim query","Hey there, I was rear‑ended at a red light in Naas today (09 Dec 2024 12:55), no injuries. Other driver admitted faut. Exchange dnoe. My reg 21-D-944, policy PCY-27-968167. What’s the fastest way to get the car assessed? happy to provide more info Screenshot included below. Thanks, Ava Kenedy",CarCrash,ebdc4d79,
Renewal due – change car details,"Hi Atlantic Mutual Support,
Renewal due on 19. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-851-817598. really appreciate your help

Best,
Jack Brown",CarRenewal,b356ff89,
Query about documents,"Hey there,
I just need to check what’s included in my policy PCY-545-940349. Does it cover driving other cars, or windscreen chips? please let me know

Sincerely,
Conor Duffy
+353 80 400 4291
conorduffy82@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",Other,c125ef98,
General question about my policy,"Good morning,
Random question: how long do I have to report an incident? Policy PCY-272-501267. Thanks.

Thanks,
Ava Wilson
+353 87 862 2282
avawilson358@yahoo.com",Other,318fa0d3,
Random question (not sure of category),"Hi team,
I just need to check what’s included in my policy PCY-772-933334. Does it cover driving other cars, or windscreen chips? kind regards

Regards,
Lucas Kennedy
+353 80 717 1170
lucaskennedy310@example.com",Other,6cd9e94f,
Query about documents,"Hi team,
Where do I download my cert of insurance and disc for reg 11-LM-61638? I can’t find the link on the portal. kind regards

Best,
Mia Brown

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",Other,52d88267,
Renewal price seems high – options?,"Good afternoon,
I’m changing cars next month (new reg 11-C-35429). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-170-122838. kind regards

Thanks,
Ciara Brown
+353 83 319 8368
ciarabrown272@yahoo.com",CarRenewal,8aea7f48,
Car stolen last night – claim help?,"Hey there,
My car (08-WD-34540) was stolen outside my house at 26 Quay St, Cork around 03 May 2025 12:55. I reported it to the Gardaí (ref #546688). Policy PCY-840-858724. What info do you need to open a claim? kind regards
Screenshot included below.

Regards,
Emma Kelly
+353 82 779 3793
emmakelly337@yahoo.com",CarTheft,a9e02ea0,
Engine died at junction – policy help,"Hi team,
My car cut out at a roundabout in Tralee and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-377-853206? If yes, can you arrange a tow to City Tyres? please let me know
—

Thanks,
Sophia Brown
+353 84 220 9840
sophiabrown283@gmail.com",CarBreakdown,197db91b,
"Minor crash, no injuries – claim query","Hello,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-170-391334, reg 18-G-90950. really appreciate your help
Screenshot included below.

Sincerely,
Olivia Hayes
+353 84 221 2377
oliviahayes363@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarCrash,6aeb4f0d,
Renewal due – change car details,"Good afternoon,
Renewal due on 15. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-154-107432. kind regards

Sincerely,
Conor O'Neill
+353 81 242 2437
conoroneill876@outlook.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarRenewal,f13922c7,
Breakdown this morning – tow arranged?,"Good morning,
My car cut out at a roundabout in Dundalk and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-967-597075? If yes, can you arrange a tow to Murphy Motors? happy to provide more info
No attachments.

Best,
Lucas Doyle
+353 89 815 8848
lucasdoyle218@outlook.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.

(Also, sorry for the long email—bit stressed.)",CarBreakdown,187e0b4b,
Policy renewal questions,"Hey there,
Renewal due on 08. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-407-119129. thanks in advance

Cheers,
Ethan Brown
+353 80 630 4551
ethanbrown512@yahoo.com

(Also, sorry for the long email—bit stressed.)",CarRenewal,daa23f7a,
Windscreen damage after storm,"Good morning,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-252-114210. happy to provide more info
Photos attached.

Cheers,
Ethan O'Connor

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.

(Also, sorry for the long email—bit stressed.)",CarWindshield,624df439,
Breakdown this morning – tow arranged?,"To whom it may concern,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-764-898013 for breakdowns? kind regards
Reg 19-D-18283.
Scans can be provided.

Regards,
Jack Hughes
+353 87 908 7016
jackhughes798@yahoo.com",CarBreakdown,d46827e3,
Query about documents,"Good afternoon,
I just need to check what’s included in my policy PCY-962-578589. Does it cover driving other cars, or windscreen chips? thanks in advance

Thanks,
James Hughes
+353 80 265 4494
jameshughes615@outlook.com

(Also, sorry for the long email—bit stressed.)",Other,0e5f030f,
Collision today on N7 – what do I do?,"Good morning,
I was rear‑ended at a red light in Cork today (23 Jul 2025 12:55), no injuries. Other driver admitted fault. Exchange done. My reg 12-C-22641, policy PCY-178-865411. What’s the fastest way to get the car assessed? happy to provide more info
No attachments yet—can send if needed.

Sincerely,
Sophia Walsh
+353 80 831 7962
sophiawalsh720@example.com",CarCrash,c13907cf,
Windscreen damage after storm,"Hi Harbour Insurance Support,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with ScreenMate or do I need pre‑approval under policy PCY-495-991417? kind regards
Reg 22-SO-3048.
No attachments yet—can send if needed.

Many thanks,
Michael Kelly
+353 82 148 4262
michaelkelly535@yahoo.com

(Also, sorry for the long email—bit stressed.)",CarWindshield,358f53f2,
Glass crack across driver side – urgent,"Good morning,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-668-874011? Can I pay just the excess? I've been on hold forever
Attaching a PDF of the report.

Thanks,
Ciara Ryan",CarWindshield,6dcf62ab,
Policy renewal questions,"Hllo, I’m changing cras next month (new reg 09-C-37951). Can I update the details now so the renewal is acurate? Allso adding my partner as a named driver. Policy PCY-835-739377. please let me know Thanks, Michael Kavanagh +353 84 798 8773 michaelkavanagh814@outlook.com P.S. I’m at work now, can’t tkae calls till afetr 5pm. Text me if urgent.",CarRenewal,262d007d,
Need some help with my cover,"Good morning,
Random question: how long do I have to report an incident? Policy PCY-979-882116. Thanks.

Thanks,
Aoife Brown
+353 83 607 2584
aoifebrown941@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",Other,4babaedc,
Collision today on N7 – what do I do?,"Hello,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-910-211504, reg 22-LS-45353. please let me know
Attaching a PDF of the report.

Sincerely,
Conor Murphy
+353 80 205 9923
conormurphy304@gmail.com

(Also, sorry for the long email—bit stressed.)",CarCrash,d32efb27,
Urgent: Vehicle theft (police report filed),"Hey there, Veihcle theft on 03 May 2023 12:555 near Waterford city centre. CCV likely at the shop across the road. Registered plate 20-L-71678, policy PCY-385-801474. Please adise urgent actions and any formss. really appreciate yoour help Dsahcam clip uploaded to Drive (ilnk upon request). Regards, Sophia Walsh +353 81 162 7596 sophiawalsh746@yahoo.com",CarTheft,b2ee2059,
Add a new driver for renewal,"Good morning,
I’m changing cars next month (new reg 18-L-9208). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-567-469249. really appreciate your help

Many thanks,
Lucas Gallagher
+353 84 455 9366
lucasgallagher340@example.com",CarRenewal,8c064379,
Add a new driver for renewal,"Hi QuicCkover Suppport, I’m changing cars next month (neew reg 25-KK-80964). Can I update the details now so the renewal is accurate? Also adding my partner as a nmaed driver. Polcy PCY-349-266794. please sort this Regards, Aoife Kelly +353 80 710 3865 aoifekelly554@yahoo.com",CarRenewal,2dbccf59,
Random question (not sure of category),"To whom it may concern, Where do I download my cert of insurance and disc for reg 2-1SO-65981? I can’t find the lnk on the portal. honeestly not impressed Sincerely, Ciara Smith +353 80 155 6776 ciarasmith346@gmail.com",Other,f51bebc7,
Stranded on hard shoulder – breakdown cover,"Hi team,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-754-834222 for breakdowns? happy to provide more info
Reg 16-LM-73944.
Scans can be provided.

Cheers,
Harry Gallagher",CarBreakdown,4c943434,
Renewal price seems high – options?,"To whom it may concern,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-681-214187. kind regards

Thanks,
James O'Neill
+353 81 857 8825
jamesoneill664@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarRenewal,8013ec18,
Breakdown this morning – tow arranged?,"Hi GreenShield Support,
My car cut out at a roundabout in Letterkenny and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-309-419480? If yes, can you arrange a tow to South Quay Repairs? kind regards
No attachments.

Cheers,
Michael Ryan
+353 88 532 2273
michaelryan559@proton.me",CarBreakdown,63864ba0,
Renewal price seems high – options?,"To whom it may concern,
I’m changing cars next month (new reg 18-D-67215). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-802-326253. thanks in advance

Sincerely,
Emma Gallagher
+353 88 200 9813
emmagallagher609@outlook.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarRenewal,5c2241ad,
Add a new driver for renewal,"Hello,
I’m changing cars next month (new reg 09-L-68478). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-541-944375. please let me know

Thanks,
Isla Duffy
+353 82 963 1377
isladuffy906@gmail.com",CarRenewal,b58106ad,
Car stolen last night – claim help?,"Hello,
Vehicle theft on 11 Mar 2023 12:55 near Waterford city centre. CCTV likely at the shop across the road. Registered plate 19-MH-78242, policy PCY-890-572388. Please advise urgent actions and any forms. happy to provide more info
Attaching a PDF of the report.

Sincerely,
Harry O'Brien
+353 85 616 7302
harryobrien429@example.com",CarTheft,4193ea59,
Renewal price seems high – options?,"To whom it may concern,
I’m changing cars next month (new reg 06-G-46808). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-116-854722. really appreciate your help

Many thanks,
Emily Ryan
+353 87 210 3635
emilyryan860@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarRenewal,a3886620,
Stranded on hard shoulder – breakdown cover,"Good afternoon,
Battery seems dead (no dash lights). I’m at 110 Oak Avenue, Wexford. Can someone jump‑start or tow me? Reg 21-MH-76442, policy PCY-876-774219. Also, is there a call‑out limit? please let me know
No attachments.

Thanks,
Emily O'Connor
+353 84 742 8536
emilyoconnor406@example.com",CarBreakdown,b7f88728,
Glass crack across driver side – urgent,"Hey theere, Windscreen wiper left a deep sccratch after some grit got stuckk. Looking to replace ASAP. Wha’ts the process and preferred suppliers? Poilcy PCY-445-318525. happy to povide more info Phoots attached. Siincerely, Olivia Smith +53 85 980 1143 oliviasmith591@yahoo.com",CarWindshield,fe2d736d,
Stranded on hard shoulder – breakdown cover,"Hey there,
My car cut out at a roundabout in Letterkenny and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-697-384790? If yes, can you arrange a tow to City Tyres? happy to provide more info
No attachments.

Many thanks,
Emma Byrne
+353 87 717 5916
emmabyrne738@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarBreakdown,30cc677e,
